Song Name,Year,Artist,Genre,Rating,Mood,Play Count,Album,Duration,Language,Tempo,Energy,Danceability,Valence,Acousticness,Speechiness
Heart in Gravity,1990,Yiruma,Classical,5.0,Calm,33,Yiruma Sessions Vol. 6,152,Instrumental,82.1,0.324,0.089,0.408,0.819,0.042
Sky and Silence,2003,Foo Fighters,Rock,3.63,Chill,121,Fighters Sessions Vol. 3,182,English,164.7,0.53,0.682,0.609,0.225,0.016
Fire for Hold (Hip-Hop),2008,Kanye West,Hip-Hop,3.98,Romantic,86,West Sessions Vol. 2,158,English,90.4,0.524,0.559,0.711,0.308,0.278
Hold with Paradise,1995,Kamasi Washington,Jazz,3.96,Chill,46,Washington Sessions Vol. 3,280,English,105.9,0.535,0.587,0.489,0.552,0.009
Gravity the Forever,2013,Phoebe Bridgers,Indie,4.69,Romantic,78,Bridgers Sessions Vol. 4,172,English,97.3,0.562,0.682,0.707,0.407,0.106
Heart for Alone,2018,Calvin Harris,Electronic,4.2,Energetic,24,Harris Sessions Vol. 6,210,Instrumental,111.8,0.897,0.813,0.51,0.045,0.067
Paradise to Sky,1991,A.R. Rahman,Bollywood,4.44,Romantic,62,Rahman Sessions Vol. 2,204,Hindi,110.3,0.592,0.834,0.895,0.161,0.062
Home in Again,1995,Avicii,Electronic,4.0,Romantic,4,Avicii Sessions Vol. 6,270,English,127.6,0.554,0.755,0.729,0.092,0.086
Sun the Alone,2005,Kendrick Lamar,Hip-Hop,4.18,Melancholic,9,Lamar Sessions Vol. 4,237,English,100.2,0.776,0.747,0.509,0.063,0.314
Light in Horizon,2009,Ed Sheeran,Pop,3.83,Happy,4,Sheeran Sessions Vol. 1,120,English,88.1,0.611,0.698,0.783,0.057,0.081
Echoes and Love (Rock),2020,Red Hot Chili Peppers,Rock,3.96,Melancholic,18,Peppers Sessions Vol. 6,235,English,110.0,0.728,0.622,0.617,0.172,0.145
Hold to Heart,2013,Imagine Dragons,Rock,4.5,Melancholic,29,Dragons Sessions Vol. 6,257,English,117.6,0.745,0.499,0.517,0.004,0.029
Roads the Sky,2014,Calvin Harris,Electronic,4.05,Happy,109,Harris Sessions Vol. 2,223,English,123.0,0.863,0.747,0.867,0.117,0.071
River for Dreams,2025,SEVENTEEN,K-Pop,4.14,Melancholic,14,SEVENTEEN Sessions Vol. 1,265,Korean,118.1,0.702,0.822,0.44,0.068,0.086
Glow and Memories,2024,Shakira,Latin,4.15,Energetic,19,Shakira Sessions Vol. 3,190,Spanish,74.0,1.0,0.826,0.379,0.401,0.136
Night with Roads,2015,Drake,Hip-Hop,4.62,Energetic,18,Drake Sessions Vol. 1,134,English,97.0,0.838,0.603,0.269,0.231,0.217
Home of Night (Pop),1990,Olivia Rodrigo,Pop,4.87,Chill,17,Rodrigo Sessions Vol. 3,179,English,136.7,0.476,0.616,0.515,0.181,0.04
Dance to Alone (Hip-Hop),1990,Drake,Hip-Hop,2.99,Happy,4,Drake Sessions Vol. 3,274,English,91.8,0.631,0.585,0.857,0.021,0.347
Silence in Dance,2004,Zedd,Electronic,4.37,Happy,11,Zedd Sessions Vol. 6,191,Instrumental,141.1,0.844,0.866,0.751,0.051,0.078
Moon of Dreams,2016,Kamasi Washington,Jazz,4.02,Calm,5,Washington Sessions Vol. 6,265,English,100.2,0.423,0.403,0.0,0.551,0.045
Storm to Silence,1998,Dua Lipa,Pop,4.58,Happy,8,Lipa Sessions Vol. 2,196,English,98.7,0.679,0.844,0.922,0.0,0.081
Storm in Feel,2010,Bad Bunny,Latin,3.8,Sad,11,Bunny Sessions Vol. 3,150,Spanish,116.3,0.78,0.973,0.587,0.305,0.051
Sun for Stars,1999,Shreya Ghoshal,Bollywood,5.0,Calm,14,Ghoshal Sessions Vol. 4,198,Hindi,130.0,0.239,0.705,0.442,0.367,0.13
Silence for Run (Indie),2008,Arctic Monkeys,Indie,4.55,Melancholic,4,Monkeys Sessions Vol. 6,223,English,126.2,0.359,0.652,0.322,0.512,0.117
Storm of Again,2001,J. Cole,Hip-Hop,3.86,Energetic,8,Cole Sessions Vol. 3,251,English,99.4,0.772,0.746,0.463,0.005,0.258
Glow the Fire,2020,Arctic Monkeys,Indie,4.06,Chill,7,Monkeys Sessions Vol. 4,180,English,129.5,0.551,0.771,0.542,0.493,0.111
Memories to Echoes,2012,J Balvin,Latin,4.91,Chill,29,Balvin Sessions Vol. 3,250,Spanish,109.4,0.572,0.545,0.588,0.14,0.037
Forever the Gravity,1999,Shreya Ghoshal,Bollywood,4.52,Romantic,23,Ghoshal Sessions Vol. 3,224,Hindi,105.2,0.198,0.936,0.738,0.381,0.114
Love of Alone,2016,Arctic Monkeys,Indie,4.28,Chill,33,Monkeys Sessions Vol. 1,187,English,107.1,0.645,0.651,0.456,0.241,0.105
Silence the Horizon,2025,Imagine Dragons,Rock,4.12,Energetic,88,Dragons Sessions Vol. 4,179,English,100.1,0.823,0.556,0.272,0.09,0.111
Gravity to Paradise,2015,Olivia Rodrigo,Pop,3.11,Happy,46,Rodrigo Sessions Vol. 4,198,English,116.6,0.679,0.667,1.0,0.301,0.064
River the Horizon,2023,Jamie Cullum,Jazz,4.57,Romantic,17,Cullum Sessions Vol. 2,205,Instrumental,81.8,0.584,0.332,0.821,0.769,0.065
Again with Again,2020,Ariana Grande,Pop,4.61,Chill,13,Grande Sessions Vol. 6,227,English,123.0,0.59,0.694,0.479,0.291,0.075
Gravity in Echoes,2020,J. Cole,Hip-Hop,4.29,Energetic,25,Cole Sessions Vol. 4,208,English,93.2,0.77,0.6,0.341,0.203,0.003
Alone the Silence,2004,Calvin Harris,Electronic,3.91,Melancholic,20,Harris Sessions Vol. 2,193,Instrumental,136.6,0.808,0.764,0.524,0.063,0.0
Memories of Dreams,2017,Ariana Grande,Pop,5.0,Sad,90,Grande Sessions Vol. 6,161,English,93.1,0.821,0.729,0.583,0.089,0.107
Fire the Memories,2001,David Guetta,Electronic,3.97,Calm,87,Guetta Sessions Vol. 4,129,English,123.1,0.687,0.607,0.518,0.027,0.0
River the Alone,2003,Ludovico Einaudi,Classical,4.09,Calm,13,Einaudi Sessions Vol. 4,190,Instrumental,83.0,0.245,0.206,0.637,0.879,0.01
Rush of Home,2019,SEVENTEEN,K-Pop,5.0,Happy,76,SEVENTEEN Sessions Vol. 4,232,Korean,122.6,0.617,0.682,0.883,0.0,0.08
Sun to Sun,2005,Shreya Ghoshal,Bollywood,4.5,Happy,39,Ghoshal Sessions Vol. 6,218,Hindi,137.7,0.791,0.598,0.796,0.295,0.028
Feel in Run,2022,Max Richter,Classical,3.18,Calm,68,Richter Sessions Vol. 3,230,Instrumental,79.6,0.208,0.097,0.612,0.909,0.066
Hold in Storm (Jazz),2006,Diana Krall,Jazz,3.88,Melancholic,87,Krall Sessions Vol. 6,241,Instrumental,84.4,0.431,0.553,0.32,0.822,0.052
Paradise with Run,2014,Drake,Hip-Hop,3.39,Chill,24,Drake Sessions Vol. 6,159,English,81.4,0.696,0.7,0.625,0.0,0.266
Forever of Forever,2025,J. Cole,Hip-Hop,4.5,Chill,5,Cole Sessions Vol. 4,209,English,114.1,0.59,0.78,0.501,0.246,0.21
Memories and Dance,2010,Drake,Hip-Hop,4.21,Melancholic,37,Drake Sessions Vol. 1,243,English,84.4,0.585,0.66,0.401,0.106,0.417
Forever to Storm,2012,J. Cole,Hip-Hop,3.89,Chill,21,Cole Sessions Vol. 5,237,English,112.9,0.678,0.82,0.528,0.061,0.218
Heart for Glow (Indie),2020,Phoebe Bridgers,Indie,3.25,Happy,18,Bridgers Sessions Vol. 2,208,English,106.8,0.623,0.551,0.71,0.149,0.045
Sky and Run,2001,TWICE,K-Pop,4.77,Happy,59,TWICE Sessions Vol. 1,224,Korean,114.3,0.688,0.846,1.0,0.029,0.036
Home for Feel,1995,Dua Lipa,Pop,4.04,Happy,1,Lipa Sessions Vol. 6,180,English,120.7,0.609,0.531,0.801,0.0,0.107
Fire to Sun (Classical),2013,Ludovico Einaudi,Classical,3.74,Calm,9,Einaudi Sessions Vol. 2,238,Instrumental,69.6,0.236,0.212,0.529,0.823,0.033
Glow of Memories,1999,Norah Jones,Jazz,4.17,Romantic,8,Jones Sessions Vol. 6,250,Instrumental,75.1,0.579,0.725,0.715,0.66,0.041
Sun the Silence,2013,Sonu Nigam,Bollywood,4.0,Happy,38,Nigam Sessions Vol. 6,190,Hindi,128.4,0.752,0.81,0.814,0.107,0.116
Love and Moon,2022,Lorde,Indie,4.52,Chill,16,Lorde Sessions Vol. 1,209,English,111.6,0.455,0.569,0.597,0.378,0.068
Moon the Glow,2013,Rosalía,Latin,4.05,Romantic,117,Rosalía Sessions Vol. 1,247,Spanish,119.9,0.726,0.752,0.677,0.493,0.094
Dance in Light,2002,Ludovico Einaudi,Classical,3.81,Calm,5,Einaudi Sessions Vol. 1,233,Instrumental,82.9,0.279,0.199,0.425,0.859,0.016
Forever and Run,1990,David Guetta,Electronic,3.98,Calm,10,Guetta Sessions Vol. 1,202,English,90.7,0.67,0.726,0.686,0.0,0.072
Kamasi's Sky for Rush,2009,Kamasi Washington,Jazz,5.0,Motivational,107,Washington Sessions Vol. 1,227,Instrumental,95.6,0.561,0.49,0.267,0.627,0.047
Rush and River,2022,Kamasi Washington,Jazz,4.01,Calm,109,Washington Sessions Vol. 1,259,English,74.5,0.33,0.788,0.464,0.756,0.032
Dreams of Feel,2023,TWICE,K-Pop,4.59,Energetic,3,TWICE Sessions Vol. 4,233,Korean,91.8,0.818,0.846,0.435,0.331,0.0
Hold the Waves,2014,Hans Zimmer,Classical,4.22,Melancholic,19,Zimmer Sessions Vol. 4,205,Instrumental,70.5,0.239,0.125,0.349,0.829,0.0
Stars of Sun,2019,Tame Impala,Indie,4.55,Happy,32,Impala Sessions Vol. 6,205,English,103.9,0.787,0.348,0.701,0.731,0.0
Storm in Forever,1999,Sonu Nigam,Bollywood,5.0,Chill,228,Nigam Sessions Vol. 5,173,Hindi,136.0,0.58,0.86,0.466,0.332,0.067
Sun with Fire (Pop),2016,Ariana Grande,Pop,4.55,Sad,16,Grande Sessions Vol. 5,124,English,102.4,0.739,0.75,0.408,0.388,0.17
Glow to Heart,2017,Linkin Park,Rock,3.57,Happy,25,Park Sessions Vol. 5,262,English,106.7,0.616,0.6,0.719,0.127,0.046
Heart to River,2017,Shreya Ghoshal,Bollywood,5.0,Sad,32,Ghoshal Sessions Vol. 5,252,Hindi,86.9,0.696,0.734,0.699,0.073,0.075
Feel the Love (Rock),1991,Red Hot Chili Peppers,Rock,3.69,Energetic,4,Peppers Sessions Vol. 1,265,English,117.4,0.639,0.54,0.443,0.104,0.086
Linkin's Feel with Love (Rock),2011,Linkin Park,Rock,3.89,Happy,9,Park Sessions Vol. 4,176,English,67.1,0.737,0.847,0.987,0.183,0.027
Memories the Run (K-Pop),2005,SEVENTEEN,K-Pop,4.36,Happy,19,SEVENTEEN Sessions Vol. 6,127,Korean,115.8,0.72,0.844,0.868,0.24,0.041
Fire with Silence,1992,Phoebe Bridgers,Indie,3.19,Energetic,14,Bridgers Sessions Vol. 3,175,English,88.9,0.781,0.617,0.154,0.422,0.149
Dreams and Waves,2004,Linkin Park,Rock,4.16,Melancholic,26,Park Sessions Vol. 6,233,English,169.7,0.68,0.666,0.384,0.09,0.051
Home the Fire,2025,Sonu Nigam,Bollywood,4.25,Calm,105,Nigam Sessions Vol. 1,200,Hindi,121.4,0.671,0.771,0.667,0.307,0.05
Roads in Waves,2018,Rosalía,Latin,4.69,Melancholic,131,Rosalía Sessions Vol. 3,236,Spanish,139.6,0.747,0.798,0.418,0.178,0.0
Feel for Glow,2004,Red Hot Chili Peppers,Rock,4.46,Energetic,39,Peppers Sessions Vol. 3,213,English,126.0,0.916,0.453,0.336,0.119,0.008
Sky and Heart,2021,Linkin Park,Rock,4.7,Sad,6,Park Sessions Vol. 4,125,English,104.2,0.655,0.666,0.476,0.146,0.066
Light the Heart,2021,Marshmello,Electronic,4.29,Sad,58,Marshmello Sessions Vol. 6,194,Instrumental,129.5,0.829,0.699,0.609,0.06,0.033
Love with Waves,2001,David Guetta,Electronic,4.83,Happy,58,Guetta Sessions Vol. 4,175,English,131.0,0.915,0.772,0.888,0.092,0.01
Moon with Alone,1997,SEVENTEEN,K-Pop,4.35,Motivational,18,SEVENTEEN Sessions Vol. 3,178,Korean,111.5,0.72,0.81,0.429,0.265,0.052
Silence for Glow,2004,Phoebe Bridgers,Indie,4.83,Calm,9,Bridgers Sessions Vol. 1,220,English,88.9,0.342,0.59,0.48,0.453,0.067
Glow the Glow,1995,Shreya Ghoshal,Bollywood,3.98,Energetic,10,Ghoshal Sessions Vol. 2,202,Hindi,117.8,0.821,0.631,0.444,0.028,0.119
Glow for Again (Latin),2007,Rosalía,Latin,4.55,Romantic,16,Rosalía Sessions Vol. 1,124,Spanish,124.8,0.542,0.808,0.784,0.105,0.041
Hold with Dance,2013,Ludovico Einaudi,Classical,4.32,Calm,35,Einaudi Sessions Vol. 3,271,Instrumental,85.2,0.249,0.26,0.518,0.885,0.038
Run in Paradise,2005,Diana Krall,Jazz,4.01,Chill,19,Krall Sessions Vol. 6,170,English,82.6,0.473,0.458,0.683,0.616,0.061
Alone of Sky,1996,Rosalía,Latin,3.67,Romantic,31,Rosalía Sessions Vol. 2,167,Spanish,93.5,0.566,0.87,0.81,0.243,0.118
Love and Again,1996,BLACKPINK,K-Pop,4.7,Happy,13,BLACKPINK Sessions Vol. 1,175,Korean,105.2,0.631,0.921,0.719,0.319,0.0
Memories and Again,2023,Kanye West,Hip-Hop,3.49,Happy,88,West Sessions Vol. 4,166,English,75.2,0.894,0.683,0.752,0.137,0.245
Night for Home,2022,Dua Lipa,Pop,3.44,Chill,11,Lipa Sessions Vol. 6,211,English,119.5,0.48,0.602,0.579,0.321,0.124
Alone for Heart (Jazz),2011,Kamasi Washington,Jazz,3.72,Motivational,27,Washington Sessions Vol. 3,191,English,102.9,0.538,0.531,0.429,0.373,0.015
Waves of Run,2021,TWICE,K-Pop,3.29,Melancholic,8,TWICE Sessions Vol. 5,266,Korean,121.3,0.404,0.836,0.441,0.144,0.052
J.'s Light with Rush,2017,J. Cole,Hip-Hop,4.23,Happy,33,Cole Sessions Vol. 1,221,English,103.5,0.832,0.713,0.706,0.193,0.057
Run with Heart,2004,Avicii,Electronic,4.4,Energetic,31,Avicii Sessions Vol. 4,269,Instrumental,113.6,0.823,0.731,0.403,0.072,0.043
Love and Dance,2002,Drake,Hip-Hop,4.16,Sad,44,Drake Sessions Vol. 6,268,English,96.5,0.652,0.856,0.468,0.069,0.042
Silence for Silence,2013,Ludovico Einaudi,Classical,3.63,Sad,38,Einaudi Sessions Vol. 4,184,Instrumental,63.0,0.342,0.241,0.0,0.961,0.036
Storm to Moon,2020,Sonu Nigam,Bollywood,4.03,Energetic,15,Nigam Sessions Vol. 3,207,Hindi,83.1,0.781,0.65,0.361,0.234,0.027
Heart the Storm,2020,Yiruma,Classical,5.0,Calm,2,Yiruma Sessions Vol. 1,240,Instrumental,86.2,0.335,0.156,0.517,0.84,0.0
Moon for Roads (Bollywood),2009,A.R. Rahman,Bollywood,4.13,Happy,14,Rahman Sessions Vol. 1,247,Hindi,138.8,0.641,0.817,0.788,0.102,0.048
Paradise for Moon,2013,Kendrick Lamar,Hip-Hop,4.42,Sad,15,Lamar Sessions Vol. 1,201,English,85.4,0.719,0.651,0.481,0.153,0.381
Silence for Feel,1999,David Guetta,Electronic,4.24,Chill,10,Guetta Sessions Vol. 4,264,English,87.9,0.801,0.628,0.693,0.05,0.012
Home in Dance,2000,A.R. Rahman,Bollywood,3.59,Happy,13,Rahman Sessions Vol. 1,217,Hindi,134.6,0.78,0.815,0.686,0.433,0.046
Calvin's Heart of Stars,2024,Calvin Harris,Electronic,4.82,Energetic,40,Harris Sessions Vol. 3,204,English,114.8,1.0,0.759,0.651,0.007,0.055
Light the Sky,2005,Rosalía,Latin,3.89,Sad,20,Rosalía Sessions Vol. 2,267,Spanish,116.6,0.804,0.762,0.659,0.272,0.064
Home with Moon,2003,Yiruma,Classical,3.72,Calm,11,Yiruma Sessions Vol. 1,241,Instrumental,91.9,0.347,0.128,0.407,0.857,0.02
Sun to Sky,1994,Imagine Dragons,Rock,4.66,Energetic,73,Dragons Sessions Vol. 6,188,English,129.5,0.938,0.529,0.49,0.139,0.033
Silence and Paradise,2010,Taylor Swift,Pop,3.72,Energetic,12,Swift Sessions Vol. 2,221,English,100.9,0.998,0.688,0.499,0.111,0.043
Dance in Heart,2025,Sonu Nigam,Bollywood,3.82,Sad,6,Nigam Sessions Vol. 4,278,Hindi,123.6,0.354,0.852,0.228,0.149,0.049
Hold of Stars,1998,Avicii,Electronic,3.68,Melancholic,48,Avicii Sessions Vol. 4,179,English,95.0,0.667,0.783,0.507,0.0,0.125
Rush to Moon (Rock),2010,Foo Fighters,Rock,4.33,Happy,11,Fighters Sessions Vol. 6,301,English,141.3,0.977,0.435,0.728,0.063,0.067
Storm of Night,1999,TWICE,K-Pop,4.15,Sad,19,TWICE Sessions Vol. 2,250,Korean,106.1,0.89,0.706,0.503,0.429,0.101
Stars of Sun,2009,Taylor Swift,Pop,3.97,Happy,57,Swift Sessions Vol. 2,227,English,114.3,0.898,0.76,0.635,0.114,0.02
Run in Light (Indie),2010,Arctic Monkeys,Indie,4.17,Happy,89,Monkeys Sessions Vol. 4,294,English,109.6,0.614,0.275,0.781,0.506,0.159
Echoes of Horizon,1994,Travis Scott,Hip-Hop,4.55,Romantic,5,Scott Sessions Vol. 6,182,English,101.3,0.786,0.831,0.542,0.115,0.242
Horizon and Roads,2021,Jamie Cullum,Jazz,4.26,Romantic,10,Cullum Sessions Vol. 4,199,Instrumental,89.5,0.583,0.575,0.718,0.572,0.0
Memories of Waves (Indie),2020,Arctic Monkeys,Indie,4.59,Sad,12,Monkeys Sessions Vol. 1,184,English,141.1,0.688,0.562,0.547,0.424,0.024
Forever of Glow,1992,BLACKPINK,K-Pop,4.06,Happy,101,BLACKPINK Sessions Vol. 6,248,Korean,117.2,0.6,0.721,0.9,0.045,0.022
River and Home (Pop),1991,Olivia Rodrigo,Pop,5.0,Happy,43,Rodrigo Sessions Vol. 6,177,English,88.2,0.898,0.612,0.736,0.21,0.016
Roads and Gravity,2024,Olivia Rodrigo,Pop,3.57,Chill,64,Rodrigo Sessions Vol. 1,316,English,93.0,0.7,0.892,0.623,0.0,0.135
Sky and Dreams,2015,Red Hot Chili Peppers,Rock,4.9,Energetic,16,Peppers Sessions Vol. 4,183,English,138.6,0.755,0.798,0.288,0.221,0.017
Feel in Memories,1997,Diana Krall,Jazz,4.67,Chill,87,Krall Sessions Vol. 5,219,English,92.0,0.501,0.543,0.477,0.802,0.066
Heart with Glow,1996,Shakira,Latin,3.85,Happy,12,Shakira Sessions Vol. 4,154,Spanish,92.7,0.692,0.966,0.762,0.004,0.043
Moon for Roads,2015,Red Hot Chili Peppers,Rock,4.13,Happy,70,Peppers Sessions Vol. 6,187,English,93.0,0.865,0.335,0.754,0.104,0.086
Fire in Moon,2009,Bad Bunny,Latin,4.19,Happy,1,Bunny Sessions Vol. 1,208,Spanish,135.8,0.993,0.711,0.501,0.073,0.119
Sky and Silence,2014,J. Cole,Hip-Hop,3.21,Romantic,29,Cole Sessions Vol. 3,163,English,96.5,0.674,0.663,0.649,0.0,0.317
Calvin's Paradise and Silence,2025,Calvin Harris,Electronic,4.07,Calm,35,Harris Sessions Vol. 5,120,Instrumental,170.2,0.852,0.772,0.648,0.018,0.02
Roads of Sun,2020,The 1975,Indie,4.14,Romantic,23,1975 Sessions Vol. 6,172,English,86.2,0.547,0.645,0.365,0.0,0.08
Stars to Gravity (K-Pop),1998,TWICE,K-Pop,4.56,Chill,21,TWICE Sessions Vol. 6,150,Korean,110.2,0.638,0.818,0.591,0.327,0.078
Paradise for Rush,1991,Zedd,Electronic,5.0,Energetic,19,Zedd Sessions Vol. 4,221,Instrumental,134.8,0.961,0.96,0.638,0.033,0.056
Run for Waves,2019,Marshmello,Electronic,4.33,Energetic,5,Marshmello Sessions Vol. 3,256,English,105.6,0.808,0.672,0.483,0.002,0.035
Light of River (Indie),1996,Lorde,Indie,4.27,Chill,14,Lorde Sessions Vol. 3,255,English,90.5,0.53,0.668,0.436,0.461,0.089
Rush to Heart,2020,Diana Krall,Jazz,3.89,Chill,10,Krall Sessions Vol. 1,244,Instrumental,85.6,0.602,0.539,0.591,0.487,0.077
Stars of Fire (Classical),2000,Yiruma,Classical,4.43,Melancholic,6,Yiruma Sessions Vol. 1,143,Instrumental,75.8,0.113,0.099,0.395,0.937,0.031
Stars for Glow,1993,Avicii,Electronic,4.15,Energetic,38,Avicii Sessions Vol. 5,120,Instrumental,133.2,0.957,0.875,0.355,0.021,0.04
Fire with Feel,2005,J Balvin,Latin,4.63,Romantic,11,Balvin Sessions Vol. 5,248,Spanish,98.8,0.727,0.595,0.668,0.188,0.15
Love in Paradise (Indie),1997,The 1975,Indie,4.72,Chill,17,1975 Sessions Vol. 4,213,English,114.9,0.462,0.642,0.526,0.348,0.03
Night of Fire,2007,BTS,K-Pop,5.0,Happy,210,BTS Sessions Vol. 1,162,Korean,98.3,0.616,0.692,0.871,0.222,0.099
Moon and Moon,2022,SEVENTEEN,K-Pop,4.52,Chill,66,SEVENTEEN Sessions Vol. 1,204,Korean,97.3,0.62,0.62,0.59,0.411,0.037
Hold in Home,2007,Kamasi Washington,Jazz,4.47,Calm,40,Washington Sessions Vol. 5,165,Instrumental,106.6,0.601,0.774,0.264,0.705,0.017
Run for Dance,1990,SEVENTEEN,K-Pop,4.38,Calm,25,SEVENTEEN Sessions Vol. 5,270,Korean,103.4,0.971,0.598,0.54,0.251,0.065
Paradise for Run,2025,Travis Scott,Hip-Hop,5.0,Motivational,49,Scott Sessions Vol. 2,247,English,104.6,0.868,0.663,0.578,0.111,0.191
Fire in Forever (Jazz),2003,Diana Krall,Jazz,3.51,Chill,117,Krall Sessions Vol. 6,201,Instrumental,84.1,0.598,0.416,0.567,0.59,0.086
Run with Again (Bollywood),2021,Shreya Ghoshal,Bollywood,3.8,Motivational,9,Ghoshal Sessions Vol. 2,178,Hindi,109.7,0.659,0.727,0.625,0.244,0.119
Stars to Dance (K-Pop),2005,BTS,K-Pop,3.48,Chill,36,BTS Sessions Vol. 5,198,Korean,84.9,0.593,0.596,0.473,0.303,0.098
Paradise and Echoes (Electronic),2012,Avicii,Electronic,3.91,Melancholic,28,Avicii Sessions Vol. 1,227,Instrumental,139.2,0.979,0.866,0.67,0.036,0.058
Echoes and Echoes,2006,Kamasi Washington,Jazz,3.99,Sad,17,Washington Sessions Vol. 1,184,Instrumental,99.8,0.692,0.437,0.387,0.519,0.036
Roads and Dreams,1990,SEVENTEEN,K-Pop,4.47,Calm,13,SEVENTEEN Sessions Vol. 6,192,Korean,108.0,0.828,0.661,0.609,0.33,0.151
Rush and Silence,1994,Arijit Singh,Bollywood,4.53,Motivational,11,Singh Sessions Vol. 3,175,Hindi,100.3,0.47,0.632,0.212,0.124,0.091
Shreya's Again in Gravity,2021,Shreya Ghoshal,Bollywood,3.67,Romantic,56,Ghoshal Sessions Vol. 1,282,Hindi,120.8,0.586,0.552,0.79,0.43,0.055
Heart of Gravity,2014,Jamie Cullum,Jazz,5.0,Energetic,32,Cullum Sessions Vol. 4,216,English,93.9,0.598,0.462,0.394,0.709,0.068
Dance the Heart,2013,SEVENTEEN,K-Pop,4.74,Romantic,5,SEVENTEEN Sessions Vol. 2,200,Korean,100.4,0.582,0.709,0.909,0.183,0.129
Light in River,2014,Arijit Singh,Bollywood,4.45,Chill,7,Singh Sessions Vol. 1,206,Hindi,149.4,0.8,0.631,0.509,0.324,0.002
Echoes and Storm,1995,Yiruma,Classical,3.82,Calm,14,Yiruma Sessions Vol. 3,219,Instrumental,83.6,0.335,0.192,0.66,0.904,0.035
Gravity to Forever (Latin),2022,J Balvin,Latin,4.76,Happy,126,Balvin Sessions Vol. 6,235,Spanish,109.3,0.669,0.629,0.787,0.441,0.055
Moon with Gravity,2014,TWICE,K-Pop,3.62,Happy,207,TWICE Sessions Vol. 5,120,Korean,119.7,0.72,0.766,0.745,0.0,0.058
Glow with Rush,2002,Ariana Grande,Pop,4.2,Energetic,42,Grande Sessions Vol. 4,241,English,97.9,0.838,0.667,0.458,0.199,0.085
Dreams for Stars,1994,Lorde,Indie,5.0,Chill,9,Lorde Sessions Vol. 3,163,English,98.3,0.603,0.757,0.6,0.57,0.0
Roads and Again,2024,J Balvin,Latin,4.24,Happy,4,Balvin Sessions Vol. 6,129,Spanish,119.8,0.886,0.759,0.823,0.0,0.128
Roads to Dance (Classical),2017,Hans Zimmer,Classical,3.67,Melancholic,5,Zimmer Sessions Vol. 3,185,Instrumental,71.4,0.284,0.231,0.394,0.874,0.059
Sky in Gravity,2004,Rosalía,Latin,4.45,Energetic,10,Rosalía Sessions Vol. 2,243,Spanish,113.0,0.744,0.547,0.508,0.324,0.05
Norah's Home of Love (Jazz),1997,Norah Jones,Jazz,3.67,Calm,31,Jones Sessions Vol. 2,158,English,99.6,0.383,0.664,0.439,0.277,0.088
Memories and Horizon,1999,Shakira,Latin,4.36,Romantic,27,Shakira Sessions Vol. 4,191,Spanish,108.7,0.416,0.691,0.804,0.392,0.077
Gravity of Glow,2011,Rosalía,Latin,3.91,Happy,3,Rosalía Sessions Vol. 5,228,Spanish,102.2,0.69,0.891,0.759,0.0,0.127
Rush and Silence,1995,Zedd,Electronic,4.1,Happy,18,Zedd Sessions Vol. 1,190,English,115.6,0.652,0.799,0.1,0.043,0.003
Night of Dance,2018,Dua Lipa,Pop,4.44,Energetic,56,Lipa Sessions Vol. 1,155,English,114.0,0.928,0.927,0.43,0.064,0.032
Glow the Rush,2025,Arijit Singh,Bollywood,3.77,Melancholic,10,Singh Sessions Vol. 5,167,Hindi,122.1,0.868,0.907,0.588,0.345,0.057
Forever the Feel,2013,Kendrick Lamar,Hip-Hop,4.39,Happy,210,Lamar Sessions Vol. 3,188,English,83.4,0.882,0.699,0.766,0.141,0.135
Paradise to Alone,2013,Drake,Hip-Hop,4.84,Energetic,73,Drake Sessions Vol. 6,200,English,86.0,0.84,0.653,0.401,0.168,0.041
Dance to Roads (Bollywood),2016,A.R. Rahman,Bollywood,4.48,Chill,97,Rahman Sessions Vol. 4,223,Hindi,106.0,0.591,0.466,0.495,0.383,0.093
Zedd's Feel to Forever,2011,Zedd,Electronic,3.77,Happy,76,Zedd Sessions Vol. 3,249,Instrumental,143.7,0.966,0.858,0.704,0.048,0.034
Again with Dreams (Pop),2013,Taylor Swift,Pop,3.87,Chill,7,Swift Sessions Vol. 5,236,English,89.2,0.573,0.686,0.552,0.286,0.056
Horizon of Horizon (Electronic),2021,Marshmello,Electronic,3.48,Happy,37,Marshmello Sessions Vol. 6,171,Instrumental,137.8,1.0,0.832,0.755,0.1,0.0
Echoes for Light,1997,Tame Impala,Indie,4.33,Happy,19,Impala Sessions Vol. 1,214,English,112.7,0.723,0.343,0.718,0.684,0.136
Stars the Fire,2011,Shreya Ghoshal,Bollywood,4.49,Energetic,16,Ghoshal Sessions Vol. 1,199,Hindi,129.1,0.756,0.758,0.414,0.31,0.055
River in Love,2019,SEVENTEEN,K-Pop,3.99,Romantic,5,SEVENTEEN Sessions Vol. 5,174,Korean,123.5,0.556,0.71,0.814,0.218,0.09
Dreams to Again (Indie),2018,Tame Impala,Indie,4.49,Romantic,12,Impala Sessions Vol. 2,186,English,105.8,0.549,0.556,0.76,0.664,0.117
Heart to Heart (Pop),2020,The Weeknd,Pop,4.04,Chill,3,Weeknd Sessions Vol. 6,233,English,97.3,0.642,0.838,0.632,0.362,0.092
